Suburb,Quarter,Price,Year
Craigieburn,2018Q4,543500.0,2018
Craigieburn,2019Q1,522000.0,2019
Craigieburn,2019Q2,525000.0,2019
Craigieburn,2019Q3,531000.0,2019
Cranbourne,2017Q1,572000.0,2017
Cranbourne,2017Q3,720008.0,2017
Cranbourne,2017Q4,539500.0,2017
Cranbourne,2018Q1,686000.0,2018
Cranbourne,2018Q3,525000.0,2018
Cranbourne,2018Q4,485000.0,2018
Cranbourne,2019Q1,507000.0,2019
Cranbourne,2019Q2,471300.0,2019
Cranbourne,2019Q3,505000.0,2019
Cranbourne East,2017Q2,440000.0,2017
Cranbourne East,2018Q3,557700.0,2018
Cranbourne East,2018Q4,563800.0,2018
Cranbourne East,2019Q1,558400.0,2019
Cranbourne East,2019Q2,558000.0,2019
Cranbourne East,2019Q3,550000.0,2019
Cranbourne North,2017Q3,585000.0,2017
Cranbourne North,2018Q1,645000.0,2018
Cranbourne North,2018Q3,622500.0,2018
Cranbourne North,2018Q4,597500.0,2018
Cranbourne North,2019Q1,550000.0,2019
Cranbourne North,2019Q2,582500.0,2019
Cranbourne North,2019Q3,579900.0,2019
Cranbourne West,2017Q3,825000.0,2017
Cranbourne West,2017Q4,455000.0,2017
Cranbourne West,2018Q2,517250.0,2018
Cranbourne West,2018Q3,525000.0,2018
Cranbourne West,2018Q4,529500.0,2018
Cranbourne West,2019Q1,539500.0,2019
Cranbourne West,2019Q2,493000.0,2019
Cranbourne West,2019Q3,514800.0,2019
Cremorne,2016Q2,1000000.0,2016
Cremorne,2016Q3,1015000.0,2016
Cremorne,2016Q4,1300000.0,2016
Cremorne,2017Q2,1301500.0,2017
Cremorne,2017Q3,1218000.0,2017
Cremorne,2017Q4,1173250.0,2017
Cremorne,2018Q1,1347500.0,2018
Cremorne,2018Q2,1245000.0,2018
Cremorne,2018Q3,1758600.0,2018
Cremorne,2018Q4,1550000.0,2018
Cremorne,2019Q1,1362200.0,2019
Cremorne,2019Q2,1341300.0,2019
Cremorne,2019Q3,1100000.0,2019
Creswick,2018Q3,375000.0,2018
Creswick,2018Q4,345000.0,2018
Creswick,2019Q1,336100.0,2019
Creswick,2019Q2,368500.0,2019
Creswick,2019Q3,350000.0,2019
Crib Point,2018Q3,535000.0,2018
Crib Point,2018Q4,570000.0,2018
Crib Point,2019Q1,565000.0,2019
Crib Point,2019Q2,473500.0,2019
Crib Point,2019Q3,568500.0,2019
Croydon,2017Q1,875000.0,2017
Croydon,2017Q2,720000.0,2017
Croydon,2017Q3,885000.0,2017
Croydon,2017Q4,900000.0,2017
Croydon,2018Q1,815250.0,2018
Croydon,2018Q2,770000.0,2018
Croydon,2018Q3,777000.0,2018
Croydon,2018Q4,760000.0,2018
Croydon,2019Q1,712500.0,2019
Croydon,2019Q2,730000.0,2019
Croydon,2019Q3,723800.0,2019
Croydon Hills,2017Q1,931000.0,2017
Croydon Hills,2017Q2,870250.0,2017
Croydon Hills,2017Q3,1020000.0,2017
Croydon Hills,2017Q4,1040000.0,2017
Croydon Hills,2018Q1,990000.0,2018
Croydon Hills,2018Q3,871000.0,2018
Croydon Hills,2018Q4,880000.0,2018
Croydon Hills,2019Q1,750000.0,2019
Croydon Hills,2019Q2,772500.0,2019
Croydon Hills,2019Q3,815500.0,2019
Croydon North,2017Q1,833500.0,2017
Croydon North,2017Q2,847000.0,2017
Croydon North,2017Q3,839400.0,2017
Croydon North,2017Q4,835000.0,2017
Croydon North,2018Q1,637750.0,2018
Croydon North,2018Q3,809500.0,2018
Croydon North,2018Q4,750100.0,2018
Croydon North,2019Q1,815000.0,2019
Croydon North,2019Q2,810000.0,2019
Croydon North,2019Q3,820300.0,2019
Croydon South,2017Q2,876000.0,2017
Croydon South,2017Q3,1127500.0,2017
Croydon South,2017Q4,850000.0,2017
Croydon South,2018Q1,702000.0,2018
Croydon South,2018Q3,765000.0,2018
Croydon South,2018Q4,731000.0,2018
Croydon South,2019Q1,675000.0,2019
Croydon South,2019Q2,682500.0,2019
Croydon South,2019Q3,691000.0,2019
Curlewis,2018Q3,501300.0,2018
Curlewis,2018Q4,523000.0,2018
Curlewis,2019Q1,615000.0,2019
Curlewis,2019Q2,530000.0,2019
Curlewis,2019Q3,535000.0,2019
Dallas,2017Q1,506000.0,2017
Dallas,2017Q2,359250.0,2017
Dallas,2017Q3,525000.0,2017
Dallas,2017Q4,477944.0,2017
Dallas,2018Q1,480000.0,2018
Dallas,2018Q3,510000.0,2018
Dallas,2018Q4,460000.0,2018
Dallas,2019Q1,448000.0,2019
Dallas,2019Q2,450000.0,2019
Dallas,2019Q3,442500.0,2019
Dalyston,2018Q3,305000.0,2018
Dalyston,2018Q4,275000.0,2018
Dalyston,2019Q1,355000.0,2019
Dalyston,2019Q2,376000.0,2019
Dalyston,2019Q3,373500.0,2019
Dandenong,2017Q1,547500.0,2017
Dandenong,2017Q2,642500.0,2017
Dandenong,2017Q3,650000.0,2017
Dandenong,2017Q4,687000.0,2017
Dandenong,2018Q1,763250.0,2018
Dandenong,2018Q3,630000.0,2018
Dandenong,2018Q4,588500.0,2018
Dandenong,2019Q1,610500.0,2019
Dandenong,2019Q2,600000.0,2019
Dandenong,2019Q3,599500.0,2019
Dandenong North,2017Q1,627000.0,2017
Dandenong North,2017Q2,750000.0,2017
Dandenong North,2017Q3,682000.0,2017
Dandenong North,2017Q4,703500.0,2017
Dandenong North,2018Q1,681000.0,2018
Dandenong North,2018Q3,609800.0,2018
Dandenong North,2018Q4,615000.0,2018
Dandenong North,2019Q1,612500.0,2019
Dandenong North,2019Q2,580000.0,2019
Dandenong North,2019Q3,604000.0,2019
Darley,2017Q4,380000.0,2017
Darley,2018Q3,530000.0,2018
Darley,2018Q4,506500.0,2018
Darley,2019Q1,505000.0,2019
Darley,2019Q2,461500.0,2019
Darley,2019Q3,520100.0,2019
Daylesford,2018Q3,590000.0,2018
Daylesford,2018Q4,627500.0,2018
Daylesford,2019Q1,585000.0,2019
Daylesford,2019Q2,632000.0,2019
Daylesford,2019Q3,557500.0,2019
Deepdene,2017Q3,710000.0,2017
Deepdene,2017Q4,2250000.0,2017
Deepdene,2018Q2,3380000.0,2018
Deepdene,2018Q3,2528000.0,2018
Deepdene,2018Q4,2500000.0,2018
Deepdene,2019Q1,3700000.0,2019
Deepdene,2019Q2,2550000.0,2019
Deepdene,2019Q3,2438500.0,2019
Deer Park,2017Q2,645000.0,2017
Deer Park,2017Q3,590000.0,2017
Deer Park,2017Q4,665000.0,2017
Deer Park,2018Q1,580000.0,2018
Deer Park,2018Q2,580000.0,2018
Deer Park,2018Q3,580000.0,2018
Deer Park,2018Q4,576500.0,2018
Deer Park,2019Q1,527500.0,2019
Deer Park,2019Q2,550000.0,2019
Deer Park,2019Q3,540000.0,2019
Delacombe,2018Q3,375000.0,2018
Delacombe,2018Q4,370000.0,2018
Delacombe,2019Q1,390000.0,2019
Delacombe,2019Q2,393000.0,2019
Delacombe,2019Q3,365000.0,2019
Delahey,2017Q1,505000.0,2017
Delahey,2017Q3,561500.0,2017
Delahey,2017Q4,600000.0,2017
Delahey,2018Q1,635000.0,2018
Delahey,2018Q2,590000.0,2018
Delahey,2018Q3,578800.0,2018
Delahey,2018Q4,534000.0,2018
Delahey,2019Q1,502000.0,2019
Delahey,2019Q2,532500.0,2019
Delahey,2019Q3,530300.0,2019
Dennington,2018Q3,362500.0,2018
Dennington,2018Q4,350000.0,2018
Dennington,2019Q1,352500.0,2019
Dennington,2019Q2,355000.0,2019
Dennington,2019Q3,280000.0,2019
Derrimut,2017Q1,850000.0,2017
Derrimut,2017Q2,610000.0,2017
Derrimut,2017Q3,722500.0,2017
Derrimut,2017Q4,754000.0,2017
Derrimut,2018Q1,805000.0,2018
Derrimut,2018Q2,736500.0,2018
Derrimut,2018Q3,601000.0,2018
Derrimut,2018Q4,615000.0,2018
Derrimut,2019Q1,625000.0,2019
Derrimut,2019Q2,607500.0,2019
Derrimut,2019Q3,678000.0,2019
Derrinallum,2018Q3,98300.0,2018
Derrinallum,2018Q4,132500.0,2018
Derrinallum,2019Q1,150000.0,2019
Derrinallum,2019Q2,222500.0,2019
Derrinallum,2019Q3,300000.0,2019
Diamond Creek,2017Q1,785500.0,2017
Diamond Creek,2017Q2,588000.0,2017
Diamond Creek,2017Q3,727500.0,2017
Diamond Creek,2017Q4,855000.0,2017
Diamond Creek,2018Q1,750000.0,2018
Diamond Creek,2018Q2,644000.0,2018
Diamond Creek,2018Q3,772500.0,2018
Diamond Creek,2018Q4,750000.0,2018
Diamond Creek,2019Q1,812500.0,2019
Diamond Creek,2019Q2,710000.0,2019
Diamond Creek,2019Q3,777500.0,2019
Diggers Rest,2017Q2,420000.0,2017
Diggers Rest,2017Q4,501000.0,2017
Diggers Rest,2018Q1,517500.0,2018
Diggers Rest,2018Q3,504000.0,2018
Diggers Rest,2018Q4,536300.0,2018
Diggers Rest,2019Q1,500000.0,2019
Diggers Rest,2019Q2,525000.0,2019
Diggers Rest,2019Q3,495000.0,2019
Dimboola,2018Q3,109500.0,2018
Dimboola,2018Q4,120000.0,2018
Dimboola,2019Q1,200000.0,2019
Dimboola,2019Q2,145000.0,2019
Dimboola,2019Q3,95000.0,2019
Dingley Village,2017Q1,885500.0,2017
Dingley Village,2017Q2,967500.0,2017
Dingley Village,2017Q3,892000.0,2017
Dingley Village,2017Q4,885000.0,2017
Dingley Village,2018Q1,880000.0,2018
Dingley Village,2018Q2,895500.0,2018
Dingley Village,2018Q3,842000.0,2018
Dingley Village,2018Q4,770000.0,2018
Dingley Village,2019Q1,750000.0,2019
Dingley Village,2019Q2,750000.0,2019
Dingley Village,2019Q3,862500.0,2019
Dinner Plain,2018Q3,550000.0,2018
Dinner Plain,2018Q4,547500.0,2018
Dinner Plain,2019Q1,520000.0,2019
Dinner Plain,2019Q2,440000.0,2019
Dinner Plain,2019Q3,580000.0,2019
Donald,2018Q3,145000.0,2018
Donald,2018Q4,90000.0,2018
Donald,2019Q1,152500.0,2019
Donald,2019Q2,125000.0,2019
Donald,2019Q3,140500.0,2019
Doncaster,2016Q1,1416000.0,2016
Doncaster,2016Q2,1250000.0,2016
Doncaster,2016Q3,1313000.0,2016
Doncaster,2016Q4,1275000.0,2016
Doncaster,2017Q1,1375000.0,2017
Doncaster,2017Q2,1357500.0,2017
Doncaster,2017Q3,1455000.0,2017
Doncaster,2017Q4,1354500.0,2017
Doncaster,2018Q1,1335000.0,2018
Doncaster,2018Q2,1000000.0,2018
Doncaster,2018Q3,1250000.0,2018
Doncaster,2018Q4,1139000.0,2018
Doncaster,2019Q1,1156000.0,2019
Doncaster,2019Q2,1200000.0,2019
Doncaster,2019Q3,1272000.0,2019
Doncaster East,2017Q1,1551000.0,2017
Doncaster East,2017Q2,1392500.0,2017
Doncaster East,2017Q3,1385000.0,2017
Doncaster East,2017Q4,1325000.0,2017
Doncaster East,2018Q1,1200000.0,2018
Doncaster East,2018Q2,1198000.0,2018
Doncaster East,2018Q3,1220500.0,2018
Doncaster East,2018Q4,1150000.0,2018
Doncaster East,2019Q1,1115000.0,2019
Doncaster East,2019Q2,1144000.0,2019
Doncaster East,2019Q3,1182500.0,2019
Donvale,2017Q1,1778500.0,2017
Donvale,2017Q2,1351000.0,2017
Donvale,2017Q3,1105000.0,2017
Donvale,2017Q4,1304000.0,2017
Donvale,2018Q1,1660000.0,2018
Donvale,2018Q3,1150000.0,2018
Donvale,2018Q4,1139000.0,2018
Donvale,2019Q1,988000.0,2019
Donvale,2019Q2,988500.0,2019
Donvale,2019Q3,1285000.0,2019
Doreen,2017Q1,542750.0,2017
Doreen,2017Q3,520500.0,2017
Doreen,2017Q4,574000.0,2017
Doreen,2018Q1,537000.0,2018
Doreen,2018Q2,541500.0,2018
Doreen,2018Q3,605000.0,2018
Doreen,2018Q4,580000.0,2018
Doreen,2019Q1,572300.0,2019
Doreen,2019Q2,595500.0,2019
Doreen,2019Q3,585000.0,2019
Doveton,2017Q1,522750.0,2017
Doveton,2017Q2,614000.0,2017
Doveton,2017Q3,486250.0,2017
Doveton,2017Q4,600000.0,2017
Doveton,2018Q1,670000.0,2018
Doveton,2018Q3,512500.0,2018
Doveton,2018Q4,480000.0,2018
Doveton,2019Q1,466000.0,2019
Doveton,2019Q2,474000.0,2019
Doveton,2019Q3,448500.0,2019
Dromana,2018Q3,750000.0,2018
Dromana,2018Q4,683000.0,2018
Dromana,2019Q1,781300.0,2019
Dromana,2019Q2,790000.0,2019
Dromana,2019Q3,708000.0,2019
Drouin,2018Q3,482500.0,2018
Drouin,2018Q4,440800.0,2018
Drouin,2019Q1,450000.0,2019
Drouin,2019Q2,425000.0,2019
Drouin,2019Q3,425000.0,2019
Drysdale,2018Q3,532000.0,2018
Drysdale,2018Q4,540000.0,2018
Drysdale,2019Q1,549800.0,2019
Drysdale,2019Q2,556500.0,2019
Drysdale,2019Q3,572500.0,2019
Dunolly,2018Q3,291500.0,2018
Dunolly,2018Q4,206000.0,2018
Dunolly,2019Q1,243000.0,2019
Dunolly,2019Q2,230000.0,2019
Dunolly,2019Q3,257000.0,2019
Eagle Point,2018Q3,342500.0,2018
Eagle Point,2018Q4,290000.0,2018
Eagle Point,2019Q1,270000.0,2019
Eagle Point,2019Q2,345000.0,2019
Eagle Point,2019Q3,382000.0,2019
Eaglehawk,2018Q3,285000.0,2018
Eaglehawk,2018Q4,324300.0,2018
Eaglehawk,2019Q1,330000.0,2019
Eaglehawk,2019Q2,270000.0,2019
Eaglehawk,2019Q3,329000.0,2019
Eaglemont,2016Q2,1850000.0,2016
Eaglemont,2016Q3,1601000.0,2016
Eaglemont,2016Q4,1915500.0,2016
Eaglemont,2017Q1,2850000.0,2017
Eaglemont,2017Q2,2270000.0,2017
Eaglemont,2017Q3,1896000.0,2017
Eaglemont,2017Q4,1683000.0,2017
Eaglemont,2018Q1,1600000.0,2018
Eaglemont,2018Q3,2160000.0,2018
Eaglemont,2018Q4,1686400.0,2018
Eaglemont,2019Q1,1700000.0,2019
Eaglemont,2019Q2,1960000.0,2019
Eaglemont,2019Q3,1799000.0,2019
East Bairnsdale,2018Q3,225000.0,2018
East Bairnsdale,2018Q4,200000.0,2018
East Bairnsdale,2019Q1,215000.0,2019
East Bairnsdale,2019Q2,235000.0,2019
East Bairnsdale,2019Q3,235000.0,2019
East Bendigo,2018Q3,312500.0,2018
East Bendigo,2018Q4,345000.0,2018
East Bendigo,2019Q1,345000.0,2019
East Bendigo,2019Q2,405000.0,2019
East Bendigo,2019Q3,383500.0,2019
East Geelong,2018Q3,693800.0,2018
East Geelong,2018Q4,565000.0,2018
East Geelong,2019Q1,530000.0,2019
East Geelong,2019Q2,650000.0,2019
East Geelong,2019Q3,590000.0,2019
East Melbourne,2016Q1,4525000.0,2016
East Melbourne,2016Q2,2497500.0,2016
East Melbourne,2016Q3,1505000.0,2016
East Melbourne,2017Q2,3075000.0,2017
East Melbourne,2017Q4,3700000.0,2017
East Melbourne,2018Q3,2250000.0,2018
East Melbourne,2018Q4,2400000.0,2018
East Melbourne,2019Q1,2830000.0,2019
East Melbourne,2019Q2,2563500.0,2019
East Melbourne,2019Q3,3350000.0,2019
East Warburton,2018Q3,295000.0,2018
East Warburton,2018Q4,460000.0,2018
East Warburton,2019Q1,408500.0,2019
East Warburton,2019Q2,387500.0,2019
East Warburton,2019Q3,525000.0,2019
Eastwood,2018Q3,363000.0,2018
Eastwood,2018Q4,375000.0,2018
Eastwood,2019Q1,407500.0,2019
Eastwood,2019Q2,390500.0,2019
Eastwood,2019Q3,440000.0,2019
Echuca,2018Q3,355000.0,2018
Echuca,2018Q4,392000.0,2018
Echuca,2019Q1,392500.0,2019
Echuca,2019Q2,347500.0,2019
Echuca,2019Q3,380000.0,2019
Edenhope,2018Q3,78500.0,2018
Edenhope,2018Q4,173000.0,2018
Edenhope,2019Q1,193500.0,2019
Edenhope,2019Q2,147500.0,2019
Edenhope,2019Q3,104000.0,2019
Edithvale,2017Q1,1092000.0,2017
Edithvale,2017Q2,1312500.0,2017
Edithvale,2017Q3,912500.0,2017
Edithvale,2017Q4,895000.0,2017
Edithvale,2018Q1,962000.0,2018
Edithvale,2018Q3,930000.0,2018
Edithvale,2018Q4,1133500.0,2018
Edithvale,2019Q1,900000.0,2019
Edithvale,2019Q2,893000.0,2019
Edithvale,2019Q3,980000.0,2019
Eildon,2018Q3,264000.0,2018
Eildon,2018Q4,250000.0,2018
Eildon,2019Q1,337500.0,2019
Eildon,2019Q2,210000.0,2019
Eildon,2019Q3,207500.0,2019
Elliminyt,2018Q3,330000.0,2018
Elliminyt,2018Q4,425000.0,2018
Elliminyt,2019Q1,452500.0,2019
Elliminyt,2019Q2,350000.0,2019
Elliminyt,2019Q3,462500.0,2019
Elmore,2018Q3,240000.0,2018
Elmore,2018Q4,229300.0,2018
Elmore,2019Q1,230500.0,2019
Elmore,2019Q2,243800.0,2019
Elmore,2019Q3,270000.0,2019
Elsternwick,2016Q1,1003000.0,2016
Elsternwick,2016Q2,1545000.0,2016
Elsternwick,2016Q3,1755000.0,2016
Elsternwick,2016Q4,1420000.0,2016
Elsternwick,2017Q1,1830000.0,2017
Elsternwick,2017Q2,1630000.0,2017
Elsternwick,2017Q3,2040000.0,2017
Elsternwick,2017Q4,2140000.0,2017
Elsternwick,2018Q1,2100000.0,2018
Elsternwick,2018Q3,1775000.0,2018
Elsternwick,2018Q4,1920000.0,2018
Elsternwick,2019Q1,1490000.0,2019
Elsternwick,2019Q2,1565000.0,2019
Elsternwick,2019Q3,2044000.0,2019
Eltham,2017Q1,908500.0,2017
Eltham,2017Q2,858000.0,2017
Eltham,2017Q3,960000.0,2017
Eltham,2017Q4,940000.0,2017
Eltham,2018Q1,1182500.0,2018
Eltham,2018Q3,930000.0,2018
Eltham,2018Q4,880000.0,2018
Eltham,2019Q1,930000.0,2019
Eltham,2019Q2,848800.0,2019
Eltham,2019Q3,937500.0,2019
Eltham North,2017Q1,825508.5,2017
Eltham North,2017Q2,910000.0,2017
Eltham North,2017Q3,903000.0,2017
Eltham North,2017Q4,900000.0,2017
Eltham North,2018Q1,862500.0,2018
Eltham North,2018Q3,1025500.0,2018
Eltham North,2018Q4,911500.0,2018
Eltham North,2019Q1,838000.0,2019
Eltham North,2019Q2,985000.0,2019
Eltham North,2019Q3,1044500.0,2019
Elwood,2016Q1,2116000.0,2016
Elwood,2016Q2,1875000.0,2016
Elwood,2016Q3,1417500.0,2016
Elwood,2016Q4,1550000.0,2016
Elwood,2017Q1,1561000.0,2017
Elwood,2017Q2,1800000.0,2017
Elwood,2017Q3,1810000.0,2017
Elwood,2017Q4,2240000.0,2017
Elwood,2018Q1,2450000.0,2018
Elwood,2018Q3,2000000.0,2018
Elwood,2018Q4,1940000.0,2018
Elwood,2019Q1,1950000.0,2019
Elwood,2019Q2,1950000.0,2019
Elwood,2019Q3,1692500.0,2019
Emerald,2017Q3,782500.0,2017
Emerald,2018Q1,462000.0,2018
Emerald,2018Q3,750000.0,2018
Emerald,2018Q4,651500.0,2018
Emerald,2019Q1,672000.0,2019
Emerald,2019Q2,617500.0,2019
Emerald,2019Q3,653800.0,2019
Endeavour Hills,2017Q1,613000.0,2017
Endeavour Hills,2017Q2,676500.0,2017
Endeavour Hills,2017Q3,634000.0,2017
Endeavour Hills,2017Q4,700000.0,2017
Endeavour Hills,2018Q1,974000.0,2018
Endeavour Hills,2018Q2,656000.0,2018
Endeavour Hills,2018Q3,625000.0,2018
Endeavour Hills,2018Q4,630000.0,2018
Endeavour Hills,2019Q1,605000.0,2019
Endeavour Hills,2019Q2,612000.0,2019
Endeavour Hills,2019Q3,620000.0,2019
Epping,2017Q1,599500.0,2017
Epping,2017Q2,546000.0,2017
Epping,2017Q3,600000.0,2017
Epping,2017Q4,608000.0,2017
Epping,2018Q1,662000.0,2018
Epping,2018Q2,610500.0,2018
Epping,2018Q3,600000.0,2018
Epping,2018Q4,557500.0,2018
Epping,2019Q1,534000.0,2019
Epping,2019Q2,535000.0,2019
Epping,2019Q3,530000.0,2019
Epsom,2018Q3,345000.0,2018
Epsom,2018Q4,367500.0,2018
Epsom,2019Q1,376500.0,2019
Epsom,2019Q2,352000.0,2019
Epsom,2019Q3,360000.0,2019
Essendon,2016Q1,1360000.0,2016
Essendon,2016Q2,1272500.0,2016
Essendon,2016Q3,1290000.0,2016
Essendon,2016Q4,1392500.0,2016
Essendon,2017Q1,1415000.0,2017
Essendon,2017Q2,1200000.0,2017
Essendon,2017Q3,1400000.0,2017
Essendon,2017Q4,1507000.0,2017
Essendon,2018Q1,1650000.0,2018
Essendon,2018Q2,2200000.0,2018
Essendon,2018Q3,1785000.0,2018
Essendon,2018Q4,1520000.0,2018
Essendon,2019Q1,1382500.0,2019
Essendon,2019Q2,1325000.0,2019
Essendon,2019Q3,1400000.0,2019
Essendon North,2016Q2,1450000.0,2016
Essendon North,2016Q3,1605000.0,2016
Essendon North,2017Q1,1360000.0,2017
Essendon North,2017Q2,700000.0,2017
Essendon North,2017Q3,1291000.0,2017
Essendon North,2017Q4,992500.0,2017
Essendon North,2018Q1,680000.0,2018
Essendon North,2018Q3,1092500.0,2018
Essendon North,2018Q4,1060000.0,2018
Essendon North,2019Q1,910000.0,2019
Essendon North,2019Q2,1300000.0,2019
Essendon North,2019Q3,935000.0,2019
Essendon West,2016Q1,810000.0,2016
Essendon West,2016Q2,1266000.0,2016
Essendon West,2016Q3,1115000.0,2016
Essendon West,2016Q4,1043750.0,2016
Essendon West,2017Q1,1475000.0,2017
Essendon West,2017Q2,1347500.0,2017
Essendon West,2017Q3,1362500.0,2017
Essendon West,2017Q4,1300000.0,2017
Essendon West,2018Q1,1365000.0,2018
Essendon West,2018Q3,1220000.0,2018
Essendon West,2018Q4,1220000.0,2018
Essendon West,2019Q1,1220000.0,2019
Essendon West,2019Q2,980000.0,2019
Essendon West,2019Q3,1140000.0,2019
Eumemmerring,2017Q1,547500.0,2017
Eumemmerring,2017Q4,703000.0,2017
Eumemmerring,2018Q3,622500.0,2018
Eumemmerring,2018Q4,613500.0,2018
Eumemmerring,2019Q1,570000.0,2019
Eumemmerring,2019Q2,573300.0,2019
Eumemmerring,2019Q3,553000.0,2019
Eureka,2018Q3,322500.0,2018
Eureka,2018Q4,300000.0,2018
Eureka,2019Q1,375000.0,2019
Eureka,2019Q2,302500.0,2019
Eureka,2019Q3,345000.0,2019
Euroa,2018Q3,255000.0,2018
Euroa,2018Q4,245000.0,2018
Euroa,2019Q1,285000.0,2019
Euroa,2019Q2,310000.0,2019
Euroa,2019Q3,250000.0,2019
Eynesbury,2017Q4,700000.0,2017
Eynesbury,2018Q3,575000.0,2018
Eynesbury,2018Q4,540000.0,2018
Eynesbury,2019Q1,555000.0,2019
Eynesbury,2019Q2,542500.0,2019
Eynesbury,2019Q3,599500.0,2019
Fairfield,2016Q1,1300000.0,2016
Fairfield,2016Q2,1095000.0,2016
Fairfield,2016Q3,1160000.0,2016
Fairfield,2016Q4,1425000.0,2016
Fairfield,2017Q1,1521000.0,2017
Fairfield,2017Q2,1767500.0,2017
Fairfield,2017Q3,1300000.0,2017
Fairfield,2017Q4,1481500.0,2017
Fairfield,2018Q1,1360000.0,2018
Fairfield,2018Q2,1300000.0,2018
Fairfield,2018Q3,1300000.0,2018
Fairfield,2018Q4,1205000.0,2018
Fairfield,2019Q1,1355500.0,2019
Fairfield,2019Q2,1406000.0,2019
Fairfield,2019Q3,1056000.0,2019
Fairhaven,2018Q3,1642500.0,2018
Fairhaven,2018Q4,950000.0,2018
Fairhaven,2019Q1,1437500.0,2019
Fairhaven,2019Q2,1450000.0,2019
Fairhaven,2019Q3,742500.0,2019
Fawkner,2016Q1,670000.0,2016
Fawkner,2016Q2,575000.0,2016
Fawkner,2016Q3,626000.0,2016
Fawkner,2016Q4,653750.0,2016
Fawkner,2017Q1,736250.0,2017
Fawkner,2017Q2,717500.0,2017
Fawkner,2017Q3,718000.0,2017
Fawkner,2017Q4,772500.0,2017
Fawkner,2018Q1,745000.0,2018
Fawkner,2018Q2,767500.0,2018
Fawkner,2018Q3,695000.0,2018
Fawkner,2018Q4,698000.0,2018
Fawkner,2019Q1,646000.0,2019
Fawkner,2019Q2,645000.0,2019
Fawkner,2019Q3,690000.0,2019
Ferntree Gully,2017Q1,760000.0,2017
Ferntree Gully,2017Q2,927000.0,2017
Ferntree Gully,2017Q3,783050.0,2017
Ferntree Gully,2017Q4,798500.0,2017
Ferntree Gully,2018Q1,845000.0,2018
Ferntree Gully,2018Q2,755000.0,2018
Ferntree Gully,2018Q3,697500.0,2018
Ferntree Gully,2018Q4,710000.0,2018
Ferntree Gully,2019Q1,650000.0,2019
Ferntree Gully,2019Q2,671000.0,2019
Ferntree Gully,2019Q3,706000.0,2019
Ferny Creek,2018Q1,690000.0,2018
Ferny Creek,2018Q3,830000.0,2018
Ferny Creek,2018Q4,786500.0,2018
Ferny Creek,2019Q1,871500.0,2019
Ferny Creek,2019Q2,885000.0,2019
Ferny Creek,2019Q3,695500.0,2019
Fingal,2018Q3,1190000.0,2018
Fingal,2018Q4,1412500.0,2018
Fingal,2019Q1,1130000.0,2019
Fingal,2019Q2,1200000.0,2019
Fingal,2019Q3,1280000.0,2019
Fitzroy,2016Q1,1126000.0,2016
Fitzroy,2016Q2,1610000.0,2016
Fitzroy,2016Q3,1370000.0,2016
Fitzroy,2016Q4,1460000.0,2016
Fitzroy,2017Q1,1315000.0,2017
Fitzroy,2017Q2,1350000.0,2017
Fitzroy,2017Q3,1318000.0,2017
Fitzroy,2017Q4,1625000.0,2017
Fitzroy,2018Q1,1595000.0,2018
Fitzroy,2018Q2,1440000.0,2018
Fitzroy,2018Q3,1368000.0,2018
Fitzroy,2018Q4,1400000.0,2018
Fitzroy,2019Q1,1317500.0,2019
Fitzroy,2019Q2,1242500.0,2019
Fitzroy,2019Q3,1381500.0,2019
Fitzroy North,2016Q1,993000.0,2016
Fitzroy North,2016Q2,1192500.0,2016
Fitzroy North,2016Q3,1312500.0,2016
Fitzroy North,2016Q4,1300000.0,2016
Fitzroy North,2017Q1,1475000.0,2017
Fitzroy North,2017Q2,1275000.0,2017
Fitzroy North,2017Q3,1502000.0,2017
Fitzroy North,2017Q4,1565000.0,2017
Fitzroy North,2018Q1,1556250.0,2018
Fitzroy North,2018Q2,1352500.0,2018
Fitzroy North,2018Q3,1355000.0,2018
Fitzroy North,2018Q4,1450000.0,2018
Fitzroy North,2019Q1,1490000.0,2019
Fitzroy North,2019Q2,1360000.0,2019
Fitzroy North,2019Q3,1295000.0,2019
Flemington,2016Q1,865500.0,2016
Flemington,2016Q2,974000.0,2016
Flemington,2016Q3,948500.0,2016
Flemington,2016Q4,918000.0,2016
Flemington,2017Q1,1290000.0,2017
Flemington,2017Q2,1100000.0,2017
Flemington,2017Q3,1050000.0,2017
Flemington,2017Q4,1175000.0,2017
Flemington,2018Q1,1015000.0,2018
Flemington,2018Q3,905000.0,2018
Flemington,2018Q4,1048800.0,2018
Flemington,2019Q1,1080000.0,2019
Flemington,2019Q2,925000.0,2019
Flemington,2019Q3,1100000.0,2019
Flinders,2018Q3,1330000.0,2018
Flinders,2018Q4,2175000.0,2018
Flinders,2019Q1,1687500.0,2019
Flinders,2019Q2,1685000.0,2019
Flinders,2019Q3,1400000.0,2019
Flora Hill,2018Q3,330000.0,2018
Flora Hill,2018Q4,352500.0,2018
Flora Hill,2019Q1,365000.0,2019
Flora Hill,2019Q2,340000.0,2019
Flora Hill,2019Q3,361000.0,2019
Footscray,2016Q1,1003000.0,2016
Footscray,2016Q2,800000.0,2016
Footscray,2016Q3,838750.0,2016
Footscray,2016Q4,840000.0,2016
Footscray,2017Q1,850000.0,2017
Footscray,2017Q2,888500.0,2017
Footscray,2017Q3,949500.0,2017
