Suburb,Rooms,Type,Price,Date,Postcode,Bathroom,Car,Lattitude,Longtitude,Regionname,PriceRange,Year,Season,Month
South Yarra,2,u,1030000.0,2016-12-06,3141.0,2.0,1.0,-37.8407,145.0043,Southern Metropolitan,1M - 3M,2016,Summer,December
South Yarra,1,u,555000.0,2016-12-11,3141.0,1.0,1.0,-37.8356,144.9773,Southern Metropolitan,0.1M - 1M,2016,Summer,December
South Yarra,4,h,5700000.0,2016-12-11,3141.0,2.0,0.0,-37.8377,144.9894,Southern Metropolitan,5M - 6M,2016,Summer,December
South Yarra,3,h,2300000.0,2016-12-11,3141.0,2.0,1.0,-37.8422,144.9884,Southern Metropolitan,1M - 3M,2016,Summer,December
South Yarra,1,u,515000.0,2016-12-11,3141.0,1.0,1.0,-37.8375,145.0012,Southern Metropolitan,0.1M - 1M,2016,Summer,December
South Yarra,3,h,2695000.0,2016-12-11,3141.0,2.0,1.0,-37.8361,144.9831,Southern Metropolitan,1M - 3M,2016,Summer,December
South Yarra,3,h,2870000.0,2016-12-11,3141.0,2.0,2.0,-37.8451,145.0019,Southern Metropolitan,1M - 3M,2016,Summer,December
South Yarra,2,u,805000.0,2016-12-11,3141.0,1.0,1.0,-37.8359,144.9801,Southern Metropolitan,0.1M - 1M,2016,Summer,December
South Yarra,2,u,370000.0,2016-12-11,3141.0,1.0,1.0,-37.8374,144.9871,Southern Metropolitan,0.1M - 1M,2016,Summer,December
South Yarra,1,u,360000.0,2016-12-11,3141.0,1.0,1.0,-37.8339,144.9872,Southern Metropolitan,0.1M - 1M,2016,Summer,December
South Yarra,1,u,310000.0,2016-12-11,3141.0,1.0,1.0,-37.8444,145.0037,Southern Metropolitan,0.1M - 1M,2016,Summer,December
South Yarra,4,h,2525000.0,2016-08-13,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,1M - 3M,2016,Winter,August
South Yarra,2,h,1036500.0,2016-08-13,3141.0,1.0,0.0,-37.8403,144.9893,Southern Metropolitan,1M - 3M,2016,Winter,August
South Yarra,2,u,627500.0,2016-08-13,3141.0,1.0,1.0,-37.8407,145.004,Southern Metropolitan,0.1M - 1M,2016,Winter,August
South Yarra,3,u,1072000.0,2016-08-13,3141.0,0.0,0.0,-37.8407,145.0043,Southern Metropolitan,1M - 3M,2016,Winter,August
South Yarra,1,u,425000.0,2016-08-13,3141.0,1.0,1.0,-37.837,144.9931,Southern Metropolitan,0.1M - 1M,2016,Winter,August
South Yarra,1,u,330000.0,2016-05-14,3141.0,1.0,1.0,-37.8437,144.9904,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,2,u,450000.0,2016-05-14,3141.0,1.0,1.0,-37.8374,144.9871,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,2,u,550000.0,2016-05-14,3141.0,1.0,1.0,-37.8406,145.0035,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,1,u,400000.0,2016-05-14,3141.0,1.0,1.0,-37.8402,145.0029,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,3,h,1700000.0,2016-10-15,3141.0,2.0,2.0,-37.844,144.9867,Southern Metropolitan,1M - 3M,2016,Spring,October
South Yarra,2,u,613000.0,2016-10-15,3141.0,1.0,1.0,-37.845,145.0012,Southern Metropolitan,0.1M - 1M,2016,Spring,October
South Yarra,2,u,1240000.0,2016-10-15,3141.0,2.0,2.0,-37.8343,144.9888,Southern Metropolitan,1M - 3M,2016,Spring,October
South Yarra,2,u,832000.0,2016-10-15,3141.0,1.0,1.0,-37.8342,144.9842,Southern Metropolitan,0.1M - 1M,2016,Spring,October
South Yarra,2,u,693000.0,2016-10-15,3141.0,1.0,1.0,-37.8383,145.0014,Southern Metropolitan,0.1M - 1M,2016,Spring,October
South Yarra,2,u,551000.0,2016-10-15,3141.0,1.0,0.0,-37.8383,145.0011,Southern Metropolitan,0.1M - 1M,2016,Spring,October
South Yarra,3,u,740000.0,2016-10-15,3141.0,1.0,1.0,-37.8376,145.0012,Southern Metropolitan,0.1M - 1M,2016,Spring,October
South Yarra,3,h,2285000.0,2016-10-15,3141.0,2.0,2.0,-37.8416,144.9959,Southern Metropolitan,1M - 3M,2016,Spring,October
South Yarra,3,h,3000000.0,2016-10-15,3141.0,3.0,2.0,-37.836,144.9824,Southern Metropolitan,1M - 3M,2016,Spring,October
South Yarra,1,u,450000.0,2016-10-15,3141.0,1.0,1.0,-37.8384,144.9886,Southern Metropolitan,0.1M - 1M,2016,Spring,October
South Yarra,2,u,515000.0,2016-04-16,3141.0,1.0,1.0,-37.8433,144.9962,Southern Metropolitan,0.1M - 1M,2016,Autumn,April
South Yarra,3,u,805000.0,2016-09-17,3141.0,2.0,3.0,-37.8453,144.9849,Southern Metropolitan,0.1M - 1M,2016,Spring,September
South Yarra,2,u,630000.0,2016-09-17,3141.0,1.0,1.0,-37.8361,144.9921,Southern Metropolitan,0.1M - 1M,2016,Spring,September
South Yarra,2,u,600000.0,2016-09-17,3141.0,1.0,2.0,-37.8336,144.9882,Southern Metropolitan,0.1M - 1M,2016,Spring,September
South Yarra,3,h,1780000.0,2016-09-17,3141.0,2.0,1.0,-37.8472,145.0026,Southern Metropolitan,1M - 3M,2016,Spring,September
South Yarra,1,h,2115000.0,2016-09-17,3141.0,1.0,1.0,-37.8428,144.991,Southern Metropolitan,1M - 3M,2016,Spring,September
South Yarra,1,u,523000.0,2016-09-17,3141.0,1.0,0.0,-37.8458,145.0034,Southern Metropolitan,0.1M - 1M,2016,Spring,September
South Yarra,2,t,1510000.0,2017-03-18,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,1M - 3M,2017,Autumn,March
South Yarra,4,u,2050000.0,2017-03-18,3141.0,2.0,1.0,-37.8344,144.9857,Southern Metropolitan,1M - 3M,2017,Autumn,March
South Yarra,4,h,2600000.0,2017-03-18,3141.0,2.0,2.0,-37.8366,144.9827,Southern Metropolitan,1M - 3M,2017,Autumn,March
South Yarra,1,u,320000.0,2017-03-18,3141.0,1.0,0.0,-37.8437,144.9904,Southern Metropolitan,0.1M - 1M,2017,Autumn,March
South Yarra,3,h,2395000.0,2017-03-18,3141.0,1.0,2.0,-37.8432,144.9906,Southern Metropolitan,1M - 3M,2017,Autumn,March
South Yarra,2,u,920000.0,2017-03-18,3141.0,2.0,0.0,-37.84,144.9988,Southern Metropolitan,0.1M - 1M,2017,Autumn,March
South Yarra,1,u,400000.0,2016-06-18,3141.0,1.0,1.0,-37.8355,144.9884,Southern Metropolitan,0.1M - 1M,2016,Winter,June
South Yarra,3,h,1810000.0,2016-06-18,3141.0,1.0,1.0,-37.8442,144.9928,Southern Metropolitan,1M - 3M,2016,Winter,June
South Yarra,1,u,612000.0,2016-06-18,3141.0,1.0,1.0,-37.8328,144.9866,Southern Metropolitan,0.1M - 1M,2016,Winter,June
South Yarra,4,h,4700000.0,2016-11-19,3141.0,1.0,1.0,-37.8388,144.9891,Southern Metropolitan,3M - 5M,2016,Spring,November
South Yarra,1,u,480000.0,2016-11-19,3141.0,1.0,1.0,-37.8369,144.9848,Southern Metropolitan,0.1M - 1M,2016,Spring,November
South Yarra,1,u,567500.0,2016-11-19,3141.0,1.0,1.0,-37.8368,144.9848,Southern Metropolitan,0.1M - 1M,2016,Spring,November
South Yarra,1,u,540000.0,2016-05-22,3141.0,1.0,1.0,-37.8356,144.9767,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,2,u,803000.0,2016-05-22,3141.0,1.0,1.0,-37.8374,144.9903,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,3,t,2010000.0,2016-05-22,3141.0,2.0,1.0,-37.8425,144.9877,Southern Metropolitan,1M - 3M,2016,Autumn,May
South Yarra,3,h,1945000.0,2016-05-22,3141.0,2.0,1.0,-37.8395,144.9898,Southern Metropolitan,1M - 3M,2016,Autumn,May
South Yarra,3,h,906000.0,2016-05-22,3141.0,1.0,0.0,-37.8395,144.9868,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,3,u,990000.0,2016-05-22,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,1,u,367000.0,2016-05-22,3141.0,1.0,0.0,-37.8406,145.0035,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,1,u,403500.0,2016-08-22,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,0.1M - 1M,2016,Winter,August
South Yarra,2,h,1130000.0,2016-08-22,3141.0,1.0,1.0,-37.8446,144.9896,Southern Metropolitan,1M - 3M,2016,Winter,August
South Yarra,2,u,500000.0,2016-08-22,3141.0,1.0,1.0,-37.835,145.0002,Southern Metropolitan,0.1M - 1M,2016,Winter,August
South Yarra,4,h,2300000.0,2016-04-23,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,1M - 3M,2016,Autumn,April
South Yarra,1,u,310000.0,2016-04-23,3141.0,1.0,1.0,-37.8319,144.9876,Southern Metropolitan,0.1M - 1M,2016,Autumn,April
South Yarra,2,h,1100000.0,2016-09-24,3141.0,1.0,0.0,-37.8436,144.9925,Southern Metropolitan,1M - 3M,2016,Spring,September
South Yarra,1,u,410000.0,2016-09-24,3141.0,1.0,0.0,-37.8427,145.0006,Southern Metropolitan,0.1M - 1M,2016,Spring,September
South Yarra,3,h,2682000.0,2016-09-24,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,1M - 3M,2016,Spring,September
South Yarra,3,h,1125000.0,2016-09-24,3141.0,1.0,0.0,-37.8454,144.9888,Southern Metropolitan,1M - 3M,2016,Spring,September
South Yarra,2,u,840000.0,2017-02-25,3141.0,2.0,1.0,-37.8361,144.9966,Southern Metropolitan,0.1M - 1M,2017,Summer,February
South Yarra,3,h,1400000.0,2017-02-25,3141.0,2.0,2.0,-37.8433,145.0001,Southern Metropolitan,1M - 3M,2017,Summer,February
South Yarra,3,h,2710000.0,2017-02-25,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,1M - 3M,2017,Summer,February
South Yarra,1,u,370000.0,2017-02-25,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,0.1M - 1M,2017,Summer,February
South Yarra,2,u,635000.0,2017-02-25,3141.0,1.0,1.0,-37.8336,144.9882,Southern Metropolitan,0.1M - 1M,2017,Summer,February
South Yarra,2,u,680500.0,2017-02-25,3141.0,1.0,1.0,-37.837,144.9907,Southern Metropolitan,0.1M - 1M,2017,Summer,February
South Yarra,3,h,1800000.0,2017-02-25,3141.0,2.0,3.0,-37.8418,144.986,Southern Metropolitan,1M - 3M,2017,Summer,February
South Yarra,1,u,280000.0,2017-02-25,3141.0,1.0,0.0,-37.8423,144.997,Southern Metropolitan,0.1M - 1M,2017,Summer,February
South Yarra,2,u,613000.0,2016-07-26,3141.0,1.0,1.0,-37.838,145.0011,Southern Metropolitan,0.1M - 1M,2016,Winter,July
South Yarra,2,u,520000.0,2016-07-26,3141.0,1.0,1.0,-37.8323,144.9876,Southern Metropolitan,0.1M - 1M,2016,Winter,July
South Yarra,2,u,827000.0,2016-07-26,3141.0,2.0,2.0,-37.8361,144.9966,Southern Metropolitan,0.1M - 1M,2016,Winter,July
South Yarra,1,u,510000.0,2016-06-27,3141.0,1.0,1.0,-37.8361,144.9966,Southern Metropolitan,0.1M - 1M,2016,Winter,June
South Yarra,2,h,1200000.0,2016-06-27,3141.0,1.0,0.0,-37.8436,144.9925,Southern Metropolitan,1M - 3M,2016,Winter,June
South Yarra,1,u,661000.0,2016-06-27,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,0.1M - 1M,2016,Winter,June
South Yarra,2,u,480000.0,2016-06-27,3141.0,1.0,1.0,-37.8337,144.9886,Southern Metropolitan,0.1M - 1M,2016,Winter,June
South Yarra,2,u,660000.0,2016-06-27,3141.0,1.0,1.0,-37.8414,145.0043,Southern Metropolitan,0.1M - 1M,2016,Winter,June
South Yarra,2,u,470000.0,2016-11-27,3141.0,1.0,1.0,-37.845,145.0001,Southern Metropolitan,0.1M - 1M,2016,Spring,November
South Yarra,2,u,621500.0,2016-11-27,3141.0,1.0,1.0,-37.835,144.9905,Southern Metropolitan,0.1M - 1M,2016,Spring,November
South Yarra,3,h,1750000.0,2016-11-27,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,1M - 3M,2016,Spring,November
South Yarra,4,h,2667000.0,2016-11-27,3141.0,3.0,2.0,-37.8454,144.9989,Southern Metropolitan,1M - 3M,2016,Spring,November
South Yarra,3,h,2200000.0,2016-11-27,3141.0,2.0,0.0,-37.8425,145.0031,Southern Metropolitan,1M - 3M,2016,Spring,November
South Yarra,3,h,1700000.0,2016-11-27,3141.0,1.0,1.0,-37.8404,145.0022,Southern Metropolitan,1M - 3M,2016,Spring,November
South Yarra,3,h,1056800.0,2016-05-28,3141.0,2.0,1.0,-37.8406,144.9864,Southern Metropolitan,1M - 3M,2016,Autumn,May
South Yarra,1,u,495000.0,2016-05-28,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,3,h,2400000.0,2016-05-28,3141.0,2.0,1.0,-37.8422,144.9884,Southern Metropolitan,1M - 3M,2016,Autumn,May
South Yarra,1,u,410000.0,2016-05-28,3141.0,1.0,1.0,-37.8337,144.9886,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,1,u,260800.0,2016-05-28,3141.0,1.0,0.0,-37.8437,144.9852,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
South Yarra,2,h,1200000.0,2016-05-28,3141.0,1.0,1.0,-37.8446,144.9879,Southern Metropolitan,1M - 3M,2016,Autumn,May
South Yarra,3,h,1540000.0,2016-05-28,3141.0,2.0,1.0,-37.8448,144.9882,Southern Metropolitan,1M - 3M,2016,Autumn,May
South Yarra,1,u,460000.0,2016-08-28,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,0.1M - 1M,2016,Winter,August
South Yarra,2,u,826000.0,2016-08-28,3141.0,1.0,1.0,-37.8342,144.9842,Southern Metropolitan,0.1M - 1M,2016,Winter,August
South Yarra,2,u,910000.0,2016-08-28,3141.0,0.0,0.0,-37.8357,144.9859,Southern Metropolitan,0.1M - 1M,2016,Winter,August
South Yarra,3,t,1715000.0,2016-08-28,3141.0,2.0,2.0,-37.8374,144.9852,Southern Metropolitan,1M - 3M,2016,Winter,August
South Yarra,3,h,1700000.0,2016-08-28,3141.0,2.0,1.0,-37.8334,144.9867,Southern Metropolitan,1M - 3M,2016,Winter,August
South Yarra,2,u,505000.0,2016-07-30,3141.0,1.0,1.0,-37.8453,145.0012,Southern Metropolitan,0.1M - 1M,2016,Winter,July
South Yarra,1,u,557000.0,2016-07-30,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,0.1M - 1M,2016,Winter,July
South Yarra,1,u,330000.0,2016-07-30,3141.0,1.0,1.0,-37.8421,144.9978,Southern Metropolitan,0.1M - 1M,2016,Winter,July
South Yarra,1,u,687000.0,2016-07-30,3141.0,1.0,2.0,-37.8352,144.9922,Southern Metropolitan,0.1M - 1M,2016,Winter,July
South Yarra,1,u,300000.0,2016-07-30,3141.0,1.0,1.0,-37.8396,144.9928,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Southbank,3,u,720000.0,2016-03-09,3006.0,1.0,1.0,-37.8235,144.9655,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
Southbank,1,u,385500.0,2017-04-03,3006.0,1.0,1.0,-37.8301,144.9697,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Southbank,2,u,685000.0,2017-04-03,3006.0,1.0,1.0,-37.8264,144.9649,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Southbank,3,u,868000.0,2016-04-06,3006.0,2.0,1.0,-37.8267,144.9687,Southern Metropolitan,0.1M - 1M,2016,Autumn,April
Southbank,2,u,590000.0,2016-04-06,3006.0,1.0,1.0,-37.8235,144.9655,Southern Metropolitan,0.1M - 1M,2016,Autumn,April
Southbank,2,u,530000.0,2016-04-06,3006.0,1.0,1.0,-37.8246,144.9632,Southern Metropolitan,0.1M - 1M,2016,Autumn,April
Southbank,2,u,650000.0,2016-06-08,3006.0,2.0,1.0,-37.8273,144.9556,Southern Metropolitan,0.1M - 1M,2016,Winter,June
Southbank,4,u,990000.0,2016-07-05,3006.0,3.0,1.0,-37.8267,144.9687,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Southbank,2,u,623000.0,2016-07-05,3006.0,1.0,1.0,-37.828,144.9683,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Southbank,2,u,592500.0,2016-07-05,3006.0,2.0,1.0,-37.8227,144.9664,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Southbank,2,u,600000.0,2016-07-11,3006.0,2.0,1.0,-37.828,144.9683,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Southbank,2,u,485000.0,2016-10-09,3006.0,1.0,1.0,-37.8295,144.9692,Southern Metropolitan,0.1M - 1M,2016,Spring,October
Southbank,1,u,455000.0,2017-11-02,3006.0,1.0,0.0,-37.8228,144.9661,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Southbank,2,u,569000.0,2017-11-03,3006.0,2.0,1.0,-37.8255,144.9665,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Southbank,3,h,1220000.0,2016-12-11,3006.0,1.0,1.0,-37.8288,144.9679,Southern Metropolitan,1M - 3M,2016,Summer,December
Southbank,4,u,1250000.0,2016-12-11,3006.0,3.0,1.0,-37.8267,144.9687,Southern Metropolitan,1M - 3M,2016,Summer,December
Southbank,2,u,430000.0,2016-12-11,3006.0,2.0,0.0,-37.8256,144.9622,Southern Metropolitan,0.1M - 1M,2016,Summer,December
Southbank,2,u,380000.0,2016-08-13,3006.0,1.0,1.0,-37.8264,144.9649,Southern Metropolitan,0.1M - 1M,2016,Winter,August
Southbank,1,u,480000.0,2016-05-14,3006.0,1.0,1.0,-37.8255,144.9665,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
Southbank,1,u,425000.0,2016-04-16,3006.0,1.0,1.0,-37.8245,144.9622,Southern Metropolitan,0.1M - 1M,2016,Autumn,April
Southbank,2,h,815000.0,2016-07-16,3006.0,1.0,0.0,-37.8297,144.9499,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Southbank,3,u,740000.0,2016-07-16,3006.0,2.0,1.0,-37.828,144.9683,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Southbank,2,u,580000.0,2017-03-18,3006.0,1.0,1.0,-37.8226,144.9667,Southern Metropolitan,0.1M - 1M,2017,Autumn,March
Southbank,1,u,415000.0,2016-06-18,3006.0,1.0,1.0,-37.8264,144.9649,Southern Metropolitan,0.1M - 1M,2016,Winter,June
Southbank,3,h,700000.0,2016-06-18,3006.0,1.0,0.0,-37.8299,144.9496,Southern Metropolitan,0.1M - 1M,2016,Winter,June
Southbank,2,u,660000.0,2016-11-19,3006.0,1.0,1.0,-37.8288,144.9679,Southern Metropolitan,0.1M - 1M,2016,Spring,November
Southbank,2,u,622500.0,2016-05-22,3006.0,2.0,1.0,-37.8299,144.9679,Southern Metropolitan,0.1M - 1M,2016,Autumn,May
Southbank,2,u,690000.0,2016-04-23,3006.0,3.0,1.0,-37.8295,144.9692,Southern Metropolitan,0.1M - 1M,2016,Autumn,April
Southbank,2,u,800000.0,2016-09-24,3006.0,2.0,2.0,-37.8229,144.9612,Southern Metropolitan,0.1M - 1M,2016,Spring,September
Southbank,2,u,540000.0,2016-09-24,3006.0,2.0,1.0,-37.822,144.9637,Southern Metropolitan,0.1M - 1M,2016,Spring,September
Southbank,1,u,370000.0,2016-07-30,3006.0,1.0,1.0,-37.8274,144.9587,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Southbank,3,u,720000.0,2016-07-30,3006.0,2.0,1.0,-37.8273,144.9685,Southern Metropolitan,0.1M - 1M,2016,Winter,July
Spotswood,3,h,1040000.0,2016-03-09,3015.0,1.0,3.0,-37.8272,144.8789,Western Metropolitan,1M - 3M,2016,Autumn,March
Spotswood,1,u,1015000.0,2017-04-03,3015.0,1.0,1.0,-37.8281,144.8797,Western Metropolitan,1M - 3M,2017,Autumn,April
Spotswood,4,t,882500.0,2017-04-03,3015.0,1.0,1.0,-37.8281,144.8797,Western Metropolitan,0.1M - 1M,2017,Autumn,April
Spotswood,3,h,855000.0,2016-06-08,3015.0,1.0,1.0,-37.831,144.8884,Western Metropolitan,0.1M - 1M,2016,Winter,June
Spotswood,2,h,832500.0,2016-07-05,3015.0,1.0,2.0,-37.8333,144.8868,Western Metropolitan,0.1M - 1M,2016,Winter,July
Spotswood,2,h,850000.0,2016-08-10,3015.0,1.0,2.0,-37.8263,144.8775,Western Metropolitan,0.1M - 1M,2016,Winter,August
Spotswood,3,h,1080000.0,2016-10-09,3015.0,1.0,2.0,-37.8302,144.8885,Western Metropolitan,1M - 3M,2016,Spring,October
Spotswood,4,h,1170000.0,2016-10-12,3015.0,2.0,2.0,-37.8279,144.874,Western Metropolitan,1M - 3M,2016,Spring,October
Spotswood,3,h,927000.0,2016-12-06,3015.0,1.0,0.0,-37.8282,144.8856,Western Metropolitan,0.1M - 1M,2016,Summer,December
Spotswood,3,t,845000.0,2016-12-11,3015.0,1.0,1.0,-37.8281,144.8797,Western Metropolitan,0.1M - 1M,2016,Summer,December
Spotswood,4,h,850000.0,2016-12-11,3015.0,2.0,0.0,-37.8284,144.8861,Western Metropolitan,0.1M - 1M,2016,Summer,December
Spotswood,3,h,831000.0,2016-04-16,3015.0,1.0,0.0,-37.8309,144.889,Western Metropolitan,0.1M - 1M,2016,Autumn,April
Spotswood,3,h,835000.0,2016-09-17,3015.0,1.0,3.0,-37.8255,144.8709,Western Metropolitan,0.1M - 1M,2016,Spring,September
Spotswood,4,t,840000.0,2016-09-17,3015.0,3.0,2.0,-37.8261,144.8718,Western Metropolitan,0.1M - 1M,2016,Spring,September
Spotswood,2,u,466000.0,2017-03-18,3015.0,1.0,1.0,-37.8281,144.8797,Western Metropolitan,0.1M - 1M,2017,Autumn,March
Spotswood,2,h,680000.0,2017-03-18,3015.0,1.0,1.0,-37.8281,144.8797,Western Metropolitan,0.1M - 1M,2017,Autumn,March
Spotswood,4,h,1315000.0,2016-06-18,3015.0,2.0,3.0,-37.829,144.8807,Western Metropolitan,1M - 3M,2016,Winter,June
Spotswood,3,h,1035000.0,2016-11-19,3015.0,1.0,2.0,-37.8261,144.872,Western Metropolitan,1M - 3M,2016,Spring,November
Spotswood,4,h,1161000.0,2017-02-25,3015.0,2.0,5.0,-37.8248,144.8707,Western Metropolitan,1M - 3M,2017,Summer,February
Spotswood,3,h,775000.0,2017-02-25,3015.0,1.0,1.0,-37.8279,144.873,Western Metropolitan,0.1M - 1M,2017,Summer,February
Spotswood,3,h,1016000.0,2016-07-26,3015.0,1.0,1.0,-37.8277,144.8841,Western Metropolitan,1M - 3M,2016,Winter,July
Spotswood,3,h,690000.0,2016-06-27,3015.0,1.0,2.0,-37.8248,144.8717,Western Metropolitan,0.1M - 1M,2016,Winter,June
Spotswood,3,h,1070000.0,2016-11-27,3015.0,1.0,2.0,-37.8267,144.8779,Western Metropolitan,1M - 3M,2016,Spring,November
Spotswood,4,h,871500.0,2016-08-28,3015.0,2.0,0.0,-37.8284,144.8861,Western Metropolitan,0.1M - 1M,2016,Winter,August
St Kilda,2,u,509000.0,2016-03-09,3182.0,1.0,1.0,-37.8679,144.9813,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,4,h,2400000.0,2016-03-09,3182.0,1.0,1.0,-37.869,144.9838,Southern Metropolitan,1M - 3M,2016,Autumn,March
St Kilda,1,u,380000.0,2016-03-09,3182.0,1.0,1.0,-37.8656,144.9782,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,2,u,502000.0,2016-03-09,3182.0,1.0,1.0,-37.8715,144.9816,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,2,u,671000.0,2016-03-12,3182.0,1.0,1.0,-37.869,144.9849,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,2,u,430000.0,2016-03-12,3182.0,1.0,1.0,-37.8675,144.9851,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,2,u,770000.0,2016-03-12,3182.0,1.0,1.0,-37.8642,144.9823,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,2,h,1650000.0,2016-03-12,3182.0,1.0,1.0,-37.8597,144.9809,Southern Metropolitan,1M - 3M,2016,Autumn,March
St Kilda,2,u,640000.0,2016-03-12,3182.0,1.0,1.0,-37.8715,144.9827,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,3,h,1500000.0,2016-03-12,3182.0,1.0,1.0,-37.8642,144.9823,Southern Metropolitan,1M - 3M,2016,Autumn,March
St Kilda,2,u,602000.0,2016-03-12,3182.0,1.0,0.0,-37.8707,144.9765,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,3,h,1915000.0,2016-03-12,3182.0,1.0,1.0,-37.8642,144.9823,Southern Metropolitan,1M - 3M,2016,Autumn,March
St Kilda,2,u,485000.0,2016-03-12,3182.0,1.0,1.0,-37.8725,144.9823,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,2,u,575000.0,2016-03-12,3182.0,1.0,1.0,-37.8573,144.9825,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,2,u,695000.0,2016-03-12,3182.0,1.0,1.0,-37.8642,144.9823,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,1,u,410000.0,2016-03-12,3182.0,1.0,1.0,-37.8642,144.9823,Southern Metropolitan,0.1M - 1M,2016,Autumn,March
St Kilda,2,u,495000.0,2017-04-03,3182.0,1.0,1.0,-37.8616,144.9907,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
St Kilda,5,h,2000000.0,2017-04-03,3182.0,2.0,2.0,-37.8618,144.982,Southern Metropolitan,1M - 3M,2017,Autumn,April
St Kilda,2,u,500000.0,2017-04-03,3182.0,1.0,1.0,-37.859,144.9767,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
St Kilda,2,u,690000.0,2017-04-03,3182.0,1.0,1.0,-37.8642,144.9823,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
St Kilda,2,u,530000.0,2017-04-03,3182.0,1.0,1.0,-37.8656,144.9782,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
St Kilda,3,h,1891000.0,2017-04-03,3182.0,2.0,3.0,-37.8645,144.9805,Southern Metropolitan,1M - 3M,2017,Autumn,April
St Kilda,2,h,1000000.0,2017-04-03,3182.0,1.0,1.0,-37.8688,144.9826,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
St Kilda,4,h,2000000.0,2017-04-03,3182.0,2.0,3.0,-37.8667,144.9832,Southern Metropolitan,1M - 3M,2017,Autumn,April
St Kilda,4,h,2220000.0,2017-04-03,3182.0,2.0,2.0,-37.861,144.9819,Southern Metropolitan,1M - 3M,2017,Autumn,April
St Kilda,3,u,1500000.0,2017-04-03,3182.0,1.0,1.0,-37.8646,144.9786,Southern Metropolitan,1M - 3M,2017,Autumn,April
St Kilda,4,h,2455000.0,2017-04-03,3182.0,1.0,1.0,-37.8725,144.97899999999996,Southern Metropolitan,1M - 3M,2017,Autumn,April
St Kilda,3,h,2000000.0,2017-04-03,3182.0,2.0,2.0,-37.8641,144.9739,Southern Metropolitan,1M - 3M,2017,Autumn,April
St Kilda,1,u,500000.0,2017-04-03,3182.0,1.0,1.0,-37.8571,144.987,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
